,first_name,last_name,price,above_100
1273,John,Gilbert,29.86956496,False
1274,Alicia,Medina,157.7823176,True
1275,Vanessa,Campbell,48.40733246,False
1276,Pamela,Berg,200.2579865,True
1277,Michael,Reilly,40.37878652,False
1278,Thomas,Austin,206.5552678,True
1279,Alejandra,Martinez,299.595508,True
1280,Lindsey,Powers,144.7441559,True
1281,Jacqueline,Sawyer,279.9313523,True
1282,Nancy,Wilkins,94.51742417,False
1283,Shane,White,219.8801439,True
1284,Daniel,Rivas,130.1252196,True
1285,Andrew,Medina,223.1724054,True
1286,Donald,Carson,176.6268408,True
1287,Jason,Hamilton,223.8073421,True
1288,Mark,Perez,32.23346517,False
1289,Christina,Mann,49.62966498,False
1290,Matthew,Miller,215.4342234,True
1291,Nicholas,Mccarthy,53.4257119,False
1292,John,Barnett,105.2054949,True
1293,Paige,Hudson,46.07679429,False
1294,Edward,Marshall,248.2859166,True
1295,Gina,Higgins,41.63209155,False
1296,Linda,Ellis,239.1806734,True
1297,Daniel,Wade,8.806478022,False
1298,Jessica,Weiss,2.388986621,False
1299,Erik,Aguilar,148.0744135,True
1300,Gregg,Baker,161.510241,True
1301,Bradley,Compton,109.1835791,True
1302,Timothy,Sanders,99.61045296,False
1303,Steve,Mccall,256.1030698,True
1304,Thomas,Hull,47.49049225,False
1305,Carla,Cunningham,25.42770724,False
1306,Rachel,Sullivan,36.8070627,False
1307,Latoya,Little,57.42486685,False
1308,Sarah,Harvey,158.7092651,True
1309,Kayla,Wright,83.15242904,False
1310,Andrew,Tanner,220.528662,True
1311,Aaron,Hansen,258.8640526,True
1312,Hunter,Atkinson,209.4582127,True
1313,Richard,Williams,186.8067228,True
1314,Frank,Martinez,200.2154219,True
1315,Timothy,Burns,41.18516716,False
1316,Melissa,Ortiz,279.0138003,True
1317,Henry,White,199.247785,True
1318,Amanda,Mccoy,114.3557682,True
1319,Pamela,Cox,262.0437378,True
1320,Linda,Ray,250.7989091,True
1321,Brooke,Hernandez,52.93529633,False
1322,Lisa,Livingston,142.7259156,True
1323,Eugene,Mason,222.9114605,True
1324,Stephen,Reid,34.1693553,False
1325,Kevin,Landry,193.6091568,True
1326,Jamie,Porter,258.2181927,True
1327,Daniel,Cunningham,179.3703441,True
1328,Victor,Marsh,219.9757791,True
1329,Ryan,Rodriguez,71.20559309,False
1330,Brittany,Bradley,246.9395419,True
1331,Amy,Wallace,98.62126666,False
1332,Alex,Smith,196.5458057,True
1333,Timothy,King,28.0414159,False
1334,Charles,Jennings,79.81066083,False
1335,Jessica,Vargas,21.42151951,False
1336,Jacqueline,Briggs,18.13293516,False
1337,Laurie,Gonzales,195.1759565,True
1338,Olivia,Clark,107.634949,True
1339,Donald,Molina,12.89769275,False
1340,Ricky,Allen,257.9762038,True
1341,Catherine,Rodriguez,185.2494938,True
1342,Daniel,Torres,59.36058847,False
1343,David,Shepherd,146.5042,True
1344,Jonathan,Hansen,65.38248265,False
1345,Benjamin,Griffin,262.1081442,True
1346,Tracey,Hess,102.8565045,True
1347,Victoria,Walker,283.1492381,True
1348,Cathy,Carney,266.4430678,True
1349,John,Gibbs,218.5275094,True
1350,Angela,Torres,198.8912726,True
1351,Harold,Glover,164.159322,True
1352,Dawn,Myers,126.863237,True
1353,Ashley,Spencer,199.2922136,True
1354,Mary,Walters,134.0861345,True
1355,Christina,Davenport,140.0786431,True
1356,Brian,Johnson,106.2343157,True
1357,Crystal,Contreras,209.8939181,True
1358,Tanya,Turner,232.3607759,True
1359,Katelyn,Durham,34.86538887,False
1360,Nathaniel,Wilson,233.2345956,True
1361,Joseph,Long,76.06925903,False
1362,Mallory,Hall,293.5445425,True
1363,Bianca,Chavez,244.5409595,True
1364,Victoria,Strickland,226.78696,True
1365,Scott,Jackson,44.25908098,False
1366,Patrick,Smith,186.583267,True
1367,Samuel,West,239.8842255,True
1368,Brian,Baker,225.969486,True
1369,Haley,Baldwin,168.1890685,True
1370,Joanna,Fernandez,40.50912655,False
1371,Jeffrey,Berg,36.85605931,False
1372,Alexander,Wilson,255.1450177,True
1373,David,Fuller,263.545785,True
1374,Laura,Kramer,178.2939999,True
1375,Melinda,Lambert,113.6953609,True
1376,April,Cole,157.7590664,True
1377,Jill,Thornton,167.4681547,True
1378,Holly,Riley,204.6273975,True
1379,Beth,Kim,11.01260527,False
1380,Kelly,Thomas,251.9575295,True
1381,Teresa,James,119.0598333,True
1382,Jasmine,Johnson,168.5359222,True
1383,Brian,Wood,249.0831484,True
1384,Deborah,Estes,181.1243035,True
1385,Jeremy,Knight,267.9077519,True
1386,Abigail,Mccoy,71.79365804,False
1387,Chad,Sellers,114.2708631,True
1388,James,Terry,280.1620198,True
1389,Rachael,Watson,46.35207578,False
1390,Jeffrey,Poole,61.756794,False
1391,Matthew,Salazar,99.92305376,False
1392,Christopher,Small,94.26105369,False
1393,Noah,Smith,239.6347397,True
1394,Steven,Mack,39.00781023,False
1395,Casey,Castillo,272.1400411,True
1396,Rachel,Poole,283.7765656,True
1397,Karen,Sutton,140.5502933,True
1398,John,Martinez,289.2606726,True
1399,Michele,Harrington,3.997445113,False
1400,Cheyenne,Brown,253.1142817,True
1401,David,Turner,121.417536,True
1402,Brian,Carter,78.81410568,False
1403,Sheena,Ward,292.817983,True
1404,Anthony,Carson,218.7734947,True
1405,Janet,Zavala,17.08133565,False
1406,Cynthia,Smith,8.747993771,False
1407,Carla,Cannon,288.1884269,True
1408,Lacey,Lopez,278.1729299,True
1409,Amy,Copeland,269.0103495,True
1410,Kristin,Jacobs,11.69491035,False
1411,Antonio,Ferguson,297.3314003,True
1412,Isabella,Bush,264.98467,True
1413,James,Davidson,264.8193048,True
1414,Holly,Mendoza,54.4460707,False
1415,Jordan,Lopez,66.64716665,False
1416,Antonio,Ryan,95.58598206,False
1417,Raymond,Ware,232.505199,True
1418,Alexander,Stafford,201.5142442,True
1419,Kevin,Clayton,73.98622457,False
1420,Kristen,Rice,160.9482014,True
1421,Joseph,Moore,123.3370869,True
1422,Bryan,Riley,103.9286567,True
1423,Diana,Flores,143.1372157,True
1424,Kathryn,Lawrence,78.31057308,False
1425,Deanna,Smith,249.6006637,True
1426,Nancy,Miller,3.869209803,False
1427,David,Horton,34.62084961,False
1428,Zachary,Esparza,71.18403611,False
1429,Victoria,Moreno,255.7125246,True
1430,Douglas,Skinner,275.562885,True
1431,Timothy,Spencer,115.2203169,True
1432,Daniel,Oconnor,210.4807879,True
1433,Ryan,Fitzgerald,158.7712643,True
1434,Natalie,Martinez,136.0759177,True
1435,Joyce,Hayes,9.323647262,False
1436,Amber,Morris,89.45784699,False
1437,Tiffany,Jackson,33.51449337,False
1438,Tiffany,Vasquez,253.20256,True
1439,John,Douglas,166.2967286,True
1440,William,Reed,215.3055149,True
1441,Nicole,James,141.1921941,True
1442,Danielle,Miller,141.0542037,True
1443,Sarah,Miller,22.37833918,False
1444,John,Morrison,252.1654315,True
1445,Sarah,Coleman,137.2229765,True
1446,Daniel,Smith,49.99955025,False
1447,Kurt,Butler,93.24935853,False
1448,Cody,Becker,248.4317247,True
1449,Molly,Miller,210.3994579,True
1450,Craig,Bailey,102.1427287,True
1451,Derrick,Campbell,159.4048126,True
1452,Jennifer,Ibarra,169.3222197,True
1453,Timothy,Black,160.4213892,True
1454,Shawn,Blanchard,159.5561394,True
1455,Brian,Johnson,95.74294191,False
1456,Patricia,Gray,122.9008236,True
1457,James,White,124.1837338,True
1458,William,Smith,115.4835008,True
1459,Hannah,Cummings,206.3793778,True
1460,Philip,Mills,149.7690573,True
1461,Emily,Berry,194.8537868,True
1462,Casey,Coffey,173.0530825,True
1463,Regina,Johnson,1.366200222,False
1464,Steven,Waters,159.0953606,True
1465,Joshua,Gonzalez,193.4520864,True
1466,Kimberly,Green,240.8174556,True
1467,Thomas,Nelson,188.2214297,True
1468,Robert,Rivera,252.7137124,True
1469,Michelle,Lewis,219.5320111,True
1470,Linda,Barajas,126.6695321,True
1471,Amber,Jensen,87.74180917,False
1472,John,Owens,240.6708452,True
1473,Elizabeth,Benitez,22.97631526,False
1474,Sarah,Smith,54.02302876,False
1475,Jonathan,Hernandez,113.6405881,True
1476,Benjamin,Stevens,241.9631335,True
1477,Isaac,Roth,64.00283561,False
1478,Lauren,Smith,191.044241,True
1479,Nicole,Duffy,169.9221056,True
1480,Emily,Vega,102.1788734,True
1481,Jesse,Stone,99.13220181,False
1482,Nancy,Lucas,277.221375,True
1483,Thomas,Horne,285.5453065,True
1484,Jo,Humphrey,280.7676032,True
1485,Nicholas,Marquez,247.2806899,True
1486,Cathy,Todd,23.32822158,False
1487,Vicki,Harmon,155.3649927,True
1488,Brent,Lloyd,74.12808307,False
1489,Jonathan,Hill,64.18574136,False
1490,Timothy,Kelly,106.2473392,True
1491,Donna,Martinez,26.68721252,False
1492,Tammy,Miles,134.7480083,True
1493,Stephen,Fields,270.2637016,True
1494,Paige,Kemp,132.6889381,True
1495,Hannah,Myers,97.02475645,False
1496,Tanya,Garcia,65.80094229,False
1497,Elizabeth,Moody,224.6917837,True
1498,Christina,Murray,178.7962602,True
1499,Emma,Berry,265.2866914,True
1500,Rebecca,Santos,40.21365447,False
1501,Tammy,Williams,113.8258857,True
1502,Lauren,Zimmerman,24.09907887,False
1503,Amy,Reed,291.715691,True
1504,Peter,Holland,39.10990181,False
1505,Stephen,Martinez,5.998153471,False
1506,Evan,Martinez,71.83961188,False
1507,Stephanie,Smith,184.314629,True
1508,Robert,Schultz,79.44358021,False
1509,Steven,Price,249.5073848,True
1510,William,Park,150.5623351,True
1511,Cole,Butler,257.9254795,True
1512,Jessica,Prince,199.1027248,True
1513,Brian,Smith,269.7331691,True
1514,Mark,Ortiz,64.53490182,False
1515,Shane,Garcia,232.922679,True
1516,Tammy,Lowe,163.4958412,True
1517,Bonnie,Parsons,120.8240102,True
1518,Christopher,Gross,190.4850752,True
1519,Jason,Hawkins,281.2010935,True
1520,Diane,Lee,190.3914018,True
1521,Jeffrey,Rodriguez,171.7063904,True
1522,Destiny,Thompson,69.95080058,False
1523,Carol,Johnston,20.22996482,False
1524,Catherine,Cline,196.0019512,True
1525,Joseph,Bond,213.4508658,True
1526,Whitney,Russell,93.70821741,False
1527,Joseph,Brown,177.5369542,True
1528,Andrea,Cherry,218.9439696,True
1529,Ronnie,James,11.30319991,False
1530,Jesse,Wagner,105.0391223,True
1531,Jennifer,Johnson,25.24601464,False
1532,Christina,Miller,23.52475039,False
1533,Amy,Collins,216.3060305,True
1534,Nathaniel,Curtis,180.009785,True
1535,Joann,Patel,226.8922119,True
1536,Daniel,Gonzalez,296.9639688,True
1537,Donna,Harris,112.1535852,True
1538,Patricia,Gomez,61.97861251,False
1539,Christopher,Douglas,108.5670438,True
1540,Thomas,Glover,192.6749797,True
1541,Ryan,Fischer,176.8811448,True
1542,Briana,Turner,77.99745823,False
1543,Patrick,Williams,205.5282628,True
1544,Kathryn,Morris,258.3381969,True
1545,Jonathan,Henry,216.6217318,True
1546,Jonathan,Navarro,207.5050139,True
1547,Steven,Ryan,98.03488481,False
1548,Matthew,Rodriguez,194.1558586,True
1549,Laurie,Stewart,243.6585038,True
1550,Joseph,Ramirez,208.5389863,True
1551,Eric,Harris,215.3027448,True
1552,Amy,Townsend,89.62083691,False
1553,Jeffrey,Gutierrez,91.68831326,False
1554,Kenneth,Zimmerman,227.6497143,True
1555,Jonathan,Guerrero,20.03177994,False
1556,James,Thomas,81.77643056,False
1557,James,Bradshaw,233.6904132,True
1558,Edgar,Moreno,279.0886499,True
1559,Margaret,Roberts,119.9029449,True
1560,Mary,Gonzales,5.041468474,False
1561,Deborah,Ortiz,251.1195948,True
1562,Jesse,Thomas,23.19440916,False
1563,Taylor,Torres,114.306217,True
1564,Jennifer,Sampson,134.9550998,True
1565,Jennifer,Shaffer,139.3268183,True
1566,Melanie,Griffith,97.98733229,False
1567,Michelle,May,151.0133675,True
1568,Lori,Morales,15.93710006,False
1569,Alexandra,Shelton,205.1698084,True
1570,Carl,Gonzalez,161.5347512,True
1571,Maria,Miller,241.2911729,True
1572,Chad,Kelly,273.3206706,True
1573,Eileen,Davis,55.99921219,False
1574,Jacob,White,176.3832715,True
1575,Tony,Howard,56.29751552,False
1576,Randy,Franklin,10.70092932,False
1577,Taylor,Davidson,164.2349526,True
1578,Nicole,Rivas,283.3434254,True
1579,Daniel,Martinez,82.42854517,False
1580,Theresa,Potter,63.49315896,False
1581,William,Kerr,193.1528858,True
1582,Erin,Anderson,145.1617851,True
1583,Carlos,Sawyer,91.16472066,False
1584,Steven,Reyes,90.51351057,False
1585,Robert,Johnson,151.34255,True
1586,John,Kelley,264.1445291,True
1587,Melissa,Franklin,154.5602915,True
1588,Travis,Davis,288.2220857,True
1589,Adam,Bailey,42.6613963,False
1590,Crystal,Peterson,171.6499461,True
1591,David,Anderson,131.2363431,True
1592,David III,Allen,100.869253,True
1593,Jose,Mitchell,219.3702027,True
1594,Harry,Miller,258.864091,True
1595,Jay,Smith,174.5402259,True
1596,David,Spence,39.44159283,False
1597,Alicia,Young,49.05124089,False
1598,Gregory,Cooper,84.87613039,False
1599,Michelle,Brown,299.6697558,True
1600,Melissa,Johnson,54.77661634,False
1601,Robert,Hunter,233.2112326,True
1602,Ellen,Montes,114.6587627,True
1603,Madeline,Terry,143.0680216,True
1604,Gregory,Mclean,100.1416644,True
1605,Rebekah,Fischer,35.84139135,False
1606,Wendy,Sexton,104.2529105,True
1607,Angela,Spencer,130.0368995,True
1608,Brent,Richards,287.8512449,True
1609,Christina,Price,220.4715324,True
1610,Christopher,Kim,268.0940814,True
1611,Kristie,White,3.731188383,False
1612,Eric,Anderson,151.1694298,True
1613,Patrick,Moran,202.9421153,True
1614,Kimberly,Dillon,148.7636914,True
1615,Michael,Morris,186.2739438,True
1616,Stephanie,Garcia,135.3374805,True
1617,Amber,Randall,161.7867294,True
1618,Matthew,Morris,177.4675144,True
1619,Brandon,Henry,189.2640002,True
1620,Elizabeth,Jones,1.721334549,False
1621,Manuel,Reyes,56.11399451,False
1622,Cindy,Blackburn,277.3116641,True
1623,Mindy,Valentine,296.0404881,True
1624,Mary,Stevenson,54.15138665,False
1625,Emma,Beltran,280.6140783,True
1626,Matthew,Jacobson,234.4755743,True
1627,Paul,Phillips,52.38933174,False
1628,James,Porter,167.6916337,True
1629,David,Harrison,216.557277,True
1630,Tara,Davidson,177.5977319,True
1631,Donna,Kelly,235.9643853,True
1632,Renee,Mayer,29.66478775,False
1633,Victor,Davis,292.350032,True
1634,Marc,Abbott,144.0427399,True
1635,Kevin,Flores,2.04595842,False
1636,Sarah,Mayo,243.1576185,True
1637,Anthony,Morgan,74.4186564,False
1638,Sarah,Wong,22.83835501,False
1639,Tanya,Martinez,226.3518126,True
1640,Jacob,Lewis,177.8268318,True
1641,Valerie,Spencer,110.1150755,True
1642,Kelly,ke,223.7749938,True
1643,Zachary,Foster,256.8934808,True
1644,Susan,Summers,203.444613,True
1645,Stacy,Jones,282.2103928,True
1646,Alicia,Roberts,115.3415793,True
1647,Charlene,Patterson,231.5902435,True
1648,Mike,Hudson,90.77833228,False
1649,Nichole,Murray,257.2125882,True
1650,Anthony,Robinson,174.6749074,True
1651,Andrew,Sutton,55.09426008,False
1652,John,Munoz,10.76162589,False
1653,Antonio,Gray,254.1989765,True
1654,Mallory,Bright,17.36455275,False
1655,Zachary,Johnson,164.0094798,True
1656,Scott,Zimmerman,210.8359631,True
1657,Nicolas,Myers,191.5740332,True
1658,Dakota,Silva,201983149.0,True
1659,Cynthia,Crawford,138.5852088,True
1660,Larry,Smith,203.4597291,True
1661,Victoria,Hoover,49.76932196,False
1662,Carl,Shannon,75.01050543,False
1663,Melissa,Hardy,57.46719339,False
1664,Carolyn,Smith,217.4986594,True
1665,Austin,Washington,123.7356729,True
1666,Jacob,Spencer,194.4500649,True
1667,Earl,Jackson,146.4381711,True
1668,Nicole,Simmons,100.4466707,True
1669,Phillip,Hurst,70.27347634,False
1670,Hailey,Robbins,189.1471457,True
1671,James,Taylor,223.4033604,True
1672,Andrea,Figueroa,35.46449803,False
1673,Cassandra,Moreno,75.31803377,False
1674,Gregory,Pacheco,30.78269568,False
1675,Shawn,Shelton,104.0226799,True
1676,Nicole,Huerta,147.5406087,True
1677,Matthew,Hoffman,111.3375618,True
1678,Barbara,Hudson,224.3202579,True
1679,Sandra,Francis,62.57524548,False
1680,Rebecca,Ray,32.48419802,False
1681,Tammy,Simpson,221.5414938,True
1682,Kyle,Clark,223.5738109,True
1683,Sherry,Peterson,9.233781216,False
1684,Kyle,Howard,22.36013288,False
1685,David,Warren,23.00435965,False
1686,Brandon,Townsend,189.241167,True
1687,Christopher,Ellis,60.92041242,False
1688,Renee,Mccall,172.0025631,True
1689,Nicole,Valdez,202.1051001,True
1690,Austin,Bird,97.14819318,False
1691,Matthew,Oliver,190.7738661,True
1692,Adam,Morrison,122.6423047,True
1693,Kenneth,Koch,223.4597055,True
1694,Roger,Maddox,192.8048838,True
1695,Michael,Harris,275.0959548,True
1696,Devon,Levy,179.3498945,True
1697,Alison,Wright,67.79896598,False
1698,Jennifer,Jones,69.16425394,False
1699,Alexandra,Rosales,275.3449131,True
1700,Erika,Wood,172.3448064,True
1701,Kristen,Dyer,143.7169829,True
1702,Kristin,Higgins,66.99301038,False
1703,Adrian,Martin,10.51365519,False
1704,Joshua,Hunter,126.4593975,True
1705,Cindy,Wells,2.823278649,False
1706,Meredith,Shepherd,15.39256238,False
1707,Paula,Jackson,95.28470547,False
1708,Jacob,Woodard,36.91770874,False
1709,Michael,Hill,51.00126609,False
1710,Maureen,Miller,143.5552728,True
1711,Pamela,Brandt,117.3452788,True
1712,Matthew Jr,Rojas,32.5614648,False
1713,Lawrence,Jordan,131.5622718,True
1714,Travis,Coleman,267.9348767,True
1715,Tina,Lopez,161.5034811,True
1716,Joseph,Armstrong,197.555798,True
1717,Kayla,Sellers,165.072789,True
1718,Michael,Rogers,65.74618064,False
1719,Tiffany,Fitzpatrick,70.01378574,False
1720,Sierra,Warren,82.47716939,False
1721,Patricia,Martinez,21.04160853,False
1722,Gregory,Castillo,3.006714074,False
1723,Gilbert,Johnson,232.5105839,True
1724,Bryan,Gutierrez,233.185948,True
1725,Yvonne,Murphy,130.7981427,True
1726,Austin,Patel,147.7426209,True
1727,Ronald,Lopez,179.1161889,True
1728,Terry,Fowler,295.9201301,True
1729,Holly,Lara,181.4214635,True
1730,Cody,Hayden,228.6270302,True
1731,Veronica,Bradford,29.71309581,False
1732,Sylvia,Moon,57.43043383,False
1733,Sharon,Young,212.154593,True
1734,Jeffery,Wilson,214.1345719,True
1735,Tammy,Cooper,215.1947063,True
1736,Jessica,Gardner,282.8657889,True
1737,Matthew,Roman,106.933484,True
1738,Sharon,Frazier,145.3813435,True
1739,James,Gonzalez,262.3881598,True
1740,Tracy,Mcmillan,53.15386877,False
1741,Peter,Schultz,64.90524813,False
1742,Jenna,Ayala,145.5035446,True
1743,Julie,Martinez,184.8991846,True
1744,Richard,Lee,202.7372208,True
1745,Karen,Smith,104.7538389,True
1746,Timothy,Lopez,238.7179723,True
1747,Justin,Burke,244.7235202,True
1748,Karen,Erickson,175.0951734,True
1749,Sarah,Ramsey,39.16860302,False
1750,Robin,Evans,25.40406048,False
1751,Michael,Chang,52.77346918,False
1752,Melvin,Butler,178.0049503,True
1753,Deborah,Mcbride,193.0499213,True
1754,Austin,Williams,123.2452751,True
1755,Kenneth,Dean,70.33757646,False
1756,Joan,Crawford,43.57827018,False
1757,Erin,King,87.38375287,False
1758,James,Hamilton,111.3321125,True
1759,Deborah,Hood,140.8417148,True
1760,Marcus,Stout,7.833256587,False
1761,Shannon,Jacobs,153.9495471,True
1762,Todd,Harris,169.20748,True
1763,Sarah,Wilson,27.9482433,False
1764,Edward,Brown,255.0719539,True
1765,Calvin,Jones,278.0473862,True
1766,Nicholas,Fry,94.59168045,False
1767,Alejandro,Sharp,84.92844506,False
1768,Debra,Morgan,265.4239044,True
1769,John,Kemp,242.2398351,True
1770,Benjamin,Richardson,173.6749744,True
1771,Eric,Cobb,81.97869791,False
1772,Joseph,Daniel,58.14862167,False
1773,William,Pollard,133.0978234,True
1774,Aaron,Pace,131.304985,True
1775,Wendy,Smith,174.3502801,True
1776,Cheyenne,Hernandez,292.3566991,True
1777,Patricia,Spencer,250.6683723,True
1778,Charles,Taylor,20.42888334,False
1779,Stacey,Clark,59.14607751,False
1780,Megan,Williams,79.75989504,False
1781,Robert,Lee,125.1750091,True
1782,Pamela,Hughes,173.047263,True
1783,James,Davis,181.8642923,True
1784,Tami,Harper,232.1272481,True
1785,Thomas,Avila,162.1457354,True
1786,Darius,Phillips,2.778963306,False
1787,Donald,Perez,260.3533057,True
1788,Elizabeth,Moran,75.80152451,False
1789,Kristina,Chapman,198.8826774,True
1790,Jimmy,Morris,133.7376895,True
1791,Julie,Hobbs,248.1671202,True
1792,Hailey,Miller,212.6344416,True
1793,Robert,Elliott,31.83653044,False
1794,Kathleen,Franklin,267.6104519,True
1795,Cassandra,Smith,113.7266157,True
1796,Stacey,Montoya,30.63225675,False
1797,Lauren,Romero,64.30241698,False
1798,Hector,Rivera,68.20899517,False
1799,Veronica,Morris,151.1248483,True
1800,Derrick,Sanders,155.1753422,True
1801,Russell,Gallagher,103.8750207,True
1802,Cody,Moore,216.2386122,True
1803,Robin,Ramsey,158.671907,True
1804,Heather,Shelton,205.9470679,True
1805,Lindsay,Zuniga,83.86393913,False
1806,Mark,Wells,14.97764765,False
1807,Adam,Jones,5.368559531,False
1808,Gerald,Gonzales,40.93851843,False
1809,Christopher,Perez,273.7105102,True
1810,Justin,Thornton,4.125420062,False
1811,Lauren,Solis,241.1722903,True
1812,Michelle,Kidd,2.740652384,False
1813,Michael,Shannon,16.99576752,False
1814,Matthew,Murphy,73.02635244,False
1815,Sheila,Garcia,296.1911546,True
1816,Rebecca,Rogers,44.74390554,False
1817,Dana,Tran,222.6750233,True
1818,Elizabeth,Lee,208.1387304,True
1819,Jessica,Arroyo,44.74215676,False
1820,Isaac,Wright,196.5053864,True
1821,Jennifer,Evans,130.8714857,True
1822,Martha,Mahoney,261.987191,True
1823,Daniel,Shelton,223.4015941,True
1824,Jacqueline,Sandoval,108.1188963,True
1825,Yvette,Gonzales,240.1731112,True
1826,Sherry,Randolph,267.3584463,True
1827,Nicholas,Vincent,267.9632147,True
1828,Nicole,Banks,84.13883685,False
1829,Caleb,Zuniga,65.37221199,False
1830,Kathryn,Mckinney,42.28386426,False
1831,Kaylee,Griffin,91.72236314,False
1832,Raymond,Yu,162.8573674,True
1833,Stephen,Hill,156.01602,True
1834,Ryan,Young,145.249561,True
1835,Kevin,Turner,274.2053068,True
1836,Scott,Bonilla,232.6587409,True
1837,Scott,Smith,21.08465589,False
1838,Jill,George,217.4523578,True
1839,Anthony,Odonnell,25.68569152,False
1840,Kenneth,Walton,94.96351689,False
1841,Tammy,Dixon,71.23764254,False
1842,Mary,Herring,85.52552465,False
1843,David,Harris,99.86362817,False
1844,Holly,Jenkins,232.8498468,True
1845,Kristen,Hall,271.0383076,True
1846,Vanessa,Hernandez,240.8356277,True
1847,Lindsey,Baker,215.3845208,True
1848,Jessica,Cooper,271.5910657,True
1849,Daniel,Garcia,54.38186781,False
1850,Brandon,Proctor,244.5859383,True
1851,Ray,Moore,81.09489321,False
1852,Thomas,Hughes,274.8197698,True
1853,Cheyenne,Moreno,268.5879662,True
1854,Erika,Hill,268.7881735,True
1855,William,Wright,135.6374011,True
1856,Joshua,Hurley,163.878958,True
1857,Allen,Luna,202.4902939,True
1858,David,Forbes,161.0388381,True
1859,Jeffrey,Ross,124.9712498,True
1860,Yolanda,Morris,6.484809775,False
1861,Amy,Webster,246.697108,True
1862,Joseph,Lopez,208.5530996,True
1863,Robert,Miller,259.3830385,True
1864,Courtney,Lopez,187.9539026,True
1865,Karen,Harris,213.9916161,True
1866,George,Spencer,187.6252749,True
1867,Kenneth,Williamson,100.0426015,True
1868,Eric,Roberts,159.6726517,True
1869,Daniel,Mckinney,91.1361082,False
1870,William,Armstrong,26.90727877,False
1871,Stephanie,Rangel,63.71404468,False
1872,Cody,Nichols,34.73125118,False
1873,Charles,White,171.0744262,True
1874,Jennifer,Ortiz,77.70351341,False
1875,Ryan,Hampton,250.6563062,True
1876,Jacqueline,Soto,297.637541,True
1877,Ashley,Jones,293.8852818,True
1878,Thomas,Torres,66.99879269,False
1879,Bruce,Browning,55.07922627,False
1880,Charles,Holt,186.3582011,True
1881,Matthew,Rodgers,203.8121255,True
1882,Jeremiah,Robertson,143.985273,True
1883,Jeffery,Barry,49.91960637,False
1884,Katherine,Berry,214.0112286,True
1885,Zachary,Holmes,146.2111465,True
1886,Luis,Peters,48.43852702,False
1887,Rebecca,Castillo,234.2546706,True
1888,Shannon,Gilbert,60.98583873,False
1889,Jessica,Parker,161.6820633,True
1890,Bradley,Anderson,238.4795709,True
1891,Adrian,Perez,125.4223765,True
1892,Matthew,Green,233.640768,True
1893,Michelle,Price,61.87167058,False
1894,Phillip,Meyer,21.92731058,False
1895,Amanda,Brown,217.3051002,True
1896,Julie,Phillips,63.55278796,False
1897,Joseph,Weber,156.8519728,True
1898,Charles,Mack,279.6326958,True
1899,John,Tucker,140.6433193,True
1900,Dana,Wilson,77.13213303,False
1901,Henry,Howard,238.7704037,True
1902,William,Garcia,267.7774286,True
1903,Matthew,Miller,141.5385993,True
1904,Joseph,Sanchez,138.5530027,True
1905,Cory,Christensen,66.04292105,False
1906,Jamie,Mccullough,6.663633226,False
1907,Jose,Smith,45.23615731,False
1908,Christine,Andrews,95.03663928,False
1909,Justin,Taylor,253.3697013,True
1910,Dylan,Sanchez,258.1885439,True
1911,Megan,Watson,231.3068203,True
1912,Reginald,Bell,261.1845713,True
1913,James,Bell,142.1819922,True
1914,Jennifer,Cooper,220.0635402,True
1915,Tanya,Wagner,217.9218465,True
1916,Henry,Curtis,99.23442537,False
1917,Cassandra,Elliott,198.9239907,True
1918,Pedro,Mitchell,287.8875335,True
1919,Ray,Mccarty,68.12635076,False
1920,Riley,Gomez,63.54785955,False
1921,Shelby,Price,200.6133599,True
1922,Briana,Marshall,101.6992254,True
1923,Melissa,Clark,257.390255,True
1924,Patrick,Mays,214.088943,True
1925,Scott,Harris,67.50120025,False
1926,Bonnie,Franklin,198.9423224,True
1927,Maria,Powell,37.73963127,False
1928,Brian,Rhodes,65.6268221,False
1929,Ashley,Morris,64.05329615,False
1930,Kenneth,Holmes,245.781269,True
1931,Adam,Garcia,99.76367419,False
1932,Matthew,Johnson,295.0335508,True
1933,Randy,Aguirre,277.1465365,True
1934,Michael,Garcia,196.2126485,True
1935,Henry Jr,Johnson,48.31608761,False
1936,Christopher,Stark,193.5562848,True
1937,Scott,Dodson,159.8162138,True
1938,Laura,Faulkner,201.0388214,True
1939,Joseph,Patterson,91.87832506,False
1940,Vanessa,Johnson,218.5021475,True
1941,Joe,Moody,141.9342072,True
1942,Robert,Kelley,101.4445497,True
1943,Justin,Mack,143.4471354,True
1944,Anna,Gray,146.051617,True
1945,Christopher,Lee,124.134775,True
1946,Sara,Garrett,276.262021,True
1947,Wendy,Sanchez,110.3643752,True
1948,Maria,Hall,143.9317353,True
1949,James,Hall,299.2061897,True
1950,Robert,Cabrera,157.1902941,True
1951,Megan,Morrison,209.5560925,True
1952,Jaime,Mcdaniel,130.3975176,True
1953,Joseph,Williams,270.1762919,True
1954,Kevin,Madden,134.160087,True
1955,Philip,Cruz,40.93604411,False
1956,Andrew,Shaw,58.09674651,False
1957,Jessica,Sexton,229.6075076,True
1958,Stephen,Campos,165.8151203,True
1959,Robert,Griffith,185.68298,True
1960,Jack,Jensen,153.5371396,True
1961,John,Aguilar,61.54262561,False
1962,Daniel,Armstrong,88.31636,False
